release_year,metascore,userscore,metascore_count,platforms,userscore_count
2017,80.0,78.0,63,4,393
2015,80.0,77.0,44,1,201
2017,80.0,83.0,85,4,1804
2019,80.0,79.0,69,3,506
2012,80.0,84.0,28,1,647
2010,80.0,80.0,73,1,90
2008,80.0,81.0,40,1,19
2006,80.0,47.0,50,1,6
2013,80.0,22.0,82,1,5914
2007,80.0,84.0,24,5,514
2017,80.0,77.0,9,1,27
2009,80.0,76.0,33,1,89
2003,80.0,0.0,9,1,1
2013,80.0,57.0,9,1,50
2016,80.0,81.0,29,1,160
2001,80.0,75.0,11,1,8
2004,80.0,0.0,13,4,1
2005,80.0,71.0,9,1,55
2001,80.0,78.0,15,4,16
2002,80.0,68.0,11,1,13
2023,80.0,52.0,9,1,24
2024,80.0,56.0,10,2,18
2021,80.0,71.0,12,2,25
2020,80.0,53.0,7,1,10
2019,80.0,74.0,9,1,52
2022,80.0,65.0,12,3,30
2025,80.0,74.0,7,1,14
2023,80.0,55.0,20,4,53
2021,80.0,60.0,11,1,5
2024,80.0,63.0,11,1,12
2008,80.0,62.0,67,1,87
2010,80.0,67.0,88,2,854
2015,80.0,72.0,30,5,65
2005,80.0,70.0,24,1,42
2025,80.0,0.0,7,1,1
2021,80.0,79.0,57,3,176
2014,80.0,75.0,13,2,157
2025,80.0,74.0,32,4,120
2020,80.0,47.0,42,1,4812
2018,80.0,76.0,15,1,55
2014,80.0,85.0,55,2,517
2012,80.0,78.0,35,5,123
2021,80.0,75.0,28,4,169
2024,80.0,75.0,15,2,54
2018,80.0,72.0,12,2,19
2025,80.0,76.0,9,2,7
2019,80.0,88.0,26,1,143
2025,80.0,75.0,29,2,29
2020,80.0,77.0,27,4,47
2017,80.0,81.0,94,1,732
2018,80.0,53.0,29,2,135
2025,80.0,72.0,10,1,17
2021,80.0,76.0,10,1,14
2007,80.0,81.0,43,1,106
2006,80.0,75.0,48,1,205
2009,80.0,0.0,15,1,1
2025,80.0,63.0,49,3,73
2025,80.0,81.0,11,2,15
2005,80.0,73.0,22,1,245
2019,80.0,71.0,9,1,42
2009,80.0,81.0,43,4,36
2024,80.0,80.0,21,4,89
2011,80.0,34.0,38,4,2346
2004,80.0,88.0,61,1,1043
2004,80.0,60.0,18,2,21
2019,80.0,48.0,87,1,6483
2001,80.0,62.0,10,1,5
2002,80.0,86.0,11,1,7
2014,80.0,90.0,8,2,434
1996,80.0,75.0,13,1,65
2016,80.0,72.0,9,1,25
2004,80.0,81.0,55,3,156
2013,80.0,63.0,53,5,1075
2016,80.0,75.0,7,1,34
2018,80.0,75.0,46,2,174
2011,80.0,68.0,41,6,190
2021,80.0,70.0,32,2,26
2009,80.0,84.0,15,3,15
2011,80.0,78.0,52,1,286
2009,80.0,0.0,11,1,0
2021,80.0,64.0,7,2,94
2023,80.0,73.0,7,3,44
2006,80.0,79.0,38,1,11
2009,80.0,70.0,19,1,15
2004,80.0,88.0,22,1,124
2017,80.0,70.0,13,2,19
2012,80.0,81.0,40,1,169
2013,80.0,59.0,9,2,324
2024,80.0,69.0,29,2,160
2007,80.0,75.0,35,3,29
2025,80.0,84.0,19,3,26
2020,80.0,66.0,11,2,26
2024,80.0,76.0,46,4,173
2021,80.0,67.0,12,1,165
2011,80.0,76.0,12,1,94
2021,80.0,71.0,10,1,10
2015,80.0,79.0,45,5,348
2017,80.0,76.0,17,2,46
2006,80.0,75.0,49,1,29
2009,80.0,82.0,22,1,125
2012,80.0,64.0,22,1,16
2025,80.0,63.0,50,3,146
2017,80.0,77.0,16,2,107
2023,80.0,68.0,16,1,511
2005,80.0,78.0,41,4,39
2013,80.0,77.0,18,1,162
2018,80.0,21.0,30,3,289
2013,80.0,83.0,61,3,1426
2000,80.0,76.0,11,1,16
2009,80.0,76.0,28,2,31
2003,80.0,0.0,15,2,2
2012,80.0,84.0,24,3,239
2003,80.0,81.0,20,1,11
2014,80.0,53.0,9,1,26
2003,80.0,64.0,25,1,14
2003,80.0,79.0,41,1,50
2007,80.0,65.0,45,7,4
2023,80.0,78.0,38,3,320
1996,80.0,82.0,7,1,36
2024,80.0,80.0,18,3,54
2025,80.0,76.0,17,2,16
2010,80.0,77.0,8,1,25
2009,80.0,72.0,52,1,58
2003,80.0,85.0,41,1,6
2009,80.0,76.0,12,1,18
2015,80.0,75.0,21,4,228
2021,80.0,37.0,46,4,2521
2012,80.0,85.0,61,1,265
2024,80.0,77.0,42,2,108
2008,80.0,84.0,32,3,25
2012,80.0,76.0,48,5,154
2017,80.0,52.0,9,1,73
2017,80.0,66.0,32,4,41
2015,80.0,81.0,35,1,60
2018,80.0,64.0,78,1,1272
2013,80.0,83.0,66,5,492
2014,80.0,70.0,45,3,100
2018,80.0,70.0,7,1,10
2020,80.0,71.0,15,2,22
2022,80.0,71.0,16,3,53
2022,80.0,35.0,7,1,4
2019,80.0,77.0,29,4,156
2012,80.0,81.0,10,1,72
2023,80.0,72.0,12,1,53
2024,80.0,70.0,49,3,341
2006,80.0,83.0,39,3,74
2014,80.0,85.0,68,1,422
2012,80.0,77.0,71,3,506
2010,80.0,82.0,30,1,13
2021,80.0,80.0,94,1,499
2023,80.0,78.0,11,1,12
2015,80.0,86.0,7,2,199
2025,80.0,70.0,12,2,10
2014,80.0,80.0,35,1,636
2010,80.0,81.0,27,1,13
2013,80.0,56.0,24,3,196
2012,80.0,70.0,21,4,58
2015,80.0,61.0,69,4,210
2025,80.0,58.0,15,1,10
2014,80.0,80.0,90,1,4593
2019,80.0,78.0,14,2,29
2023,80.0,75.0,51,3,280
2016,80.0,77.0,15,3,84
2003,80.0,75.0,19,1,10
2002,80.0,86.0,15,1,139
2002,80.0,0.0,16,1,1
2003,80.0,87.0,12,1,19
2001,80.0,84.0,30,2,45
2002,80.0,85.0,21,1,15
2000,80.0,77.0,12,1,34
2025,80.0,66.0,8,3,55
2010,80.0,85.0,25,2,94
2019,80.0,73.0,16,3,101
2010,80.0,74.0,28,1,103
2016,80.0,74.0,25,3,93
2010,80.0,0.0,16,1,3
2024,80.0,83.0,73,2,412
2009,80.0,79.0,44,1,8
2014,80.0,81.0,18,2,53
2015,80.0,74.0,15,2,148
2022,80.0,70.0,9,2,15
2024,80.0,85.0,11,1,20
2021,80.0,75.0,68,4,441
2016,80.0,63.0,11,1,20
2025,80.0,88.0,19,1,20
2023,80.0,63.0,22,3,148
2006,80.0,81.0,27,1,75
2005,80.0,43.0,26,1,7
2004,80.0,63.0,11,1,46
2023,80.0,83.0,68,3,3175
2014,80.0,62.0,36,1,183
2009,80.0,72.0,40,3,16
2018,80.0,70.0,33,1,47
2017,80.0,69.0,11,2,24
2025,80.0,77.0,32,3,216
2008,80.0,76.0,63,1,80
2007,80.0,72.0,55,2,13
2015,80.0,80.0,26,3,41
2015,80.0,83.0,32,1,110
2001,80.0,80.0,10,1,5
2015,80.0,76.0,20,2,65
2024,80.0,61.0,34,1,316
2009,80.0,88.0,21,2,5
2022,80.0,78.0,11,1,29
2024,80.0,81.0,28,3,110
2008,80.0,70.0,23,1,22
2018,80.0,76.0,13,2,44
2018,80.0,79.0,24,4,262
2021,80.0,73.0,14,2,9
2008,80.0,71.0,45,4,12
2010,80.0,84.0,18,3,9
2013,80.0,81.0,22,1,263
2025,80.0,74.0,31,1,83
2010,80.0,82.0,26,1,39
2001,80.0,85.0,18,1,30
2001,80.0,79.0,27,1,137
2003,80.0,85.0,34,1,11
2016,80.0,70.0,63,3,2757
2001,80.0,83.0,16,2,12
2003,80.0,77.0,33,2,39
2000,80.0,60.0,11,1,6
2003,80.0,86.0,8,1,107
2001,80.0,0.0,9,1,3
2016,80.0,81.0,62,1,532
2021,80.0,0.0,11,1,1
2024,80.0,80.0,7,3,16
2013,80.0,82.0,14,2,1069
2010,80.0,85.0,44,1,1224
2018,80.0,77.0,7,1,9
2020,80.0,70.0,116,1,1979
2004,80.0,0.0,11,2,1
2019,80.0,83.0,25,4,152
2015,80.0,75.0,66,1,703
2012,80.0,80.0,7,1,64
2013,80.0,87.0,13,3,1395
2014,80.0,84.0,34,3,700
2004,80.0,85.0,24,1,116
2011,80.0,61.0,50,4,27
2017,80.0,71.0,27,3,63
2021,80.0,78.0,10,4,13
2008,80.0,81.0,34,1,59
2022,80.0,59.0,18,3,34
2020,80.0,70.0,11,1,20
2007,80.0,78.0,26,2,24
2025,80.0,75.0,39,3,843
2022,80.0,74.0,23,1,20
2020,80.0,59.0,15,1,21
2013,80.0,73.0,21,6,117
2015,80.0,68.0,21,3,216
2019,80.0,70.0,15,3,31
2021,80.0,72.0,25,5,75
2014,80.0,80.0,37,1,59
2007,80.0,84.0,44,2,70
2006,80.0,77.0,51,1,35
2003,80.0,80.0,19,1,43
2012,80.0,74.0,7,1,28
2017,80.0,55.0,69,3,2082
2018,80.0,69.0,25,1,60
2005,80.0,71.0,26,1,41
2001,80.0,77.0,21,1,37
2002,80.0,0.0,10,2,3
2006,80.0,74.0,28,1,122
2001,80.0,83.0,10,1,19
2001,80.0,76.0,14,1,33
2024,80.0,79.0,9,1,18
2019,80.0,85.0,83,4,731
2004,80.0,81.0,55,2,125
2003,80.0,77.0,40,1,19
2014,80.0,38.0,11,1,778
2005,80.0,78.0,10,1,17
2023,80.0,74.0,8,1,18
2019,80.0,78.0,8,1,16
2020,80.0,61.0,10,1,14
2012,79.0,73.0,51,5,792
2024,80.0,66.0,10,1,32
2012,79.0,77.0,35,3,116
2005,79.0,74.0,39,1,86
2015,80.0,73.0,8,3,30
2025,80.0,76.0,55,2,200
2013,79.0,61.0,76,1,1176
2016,79.0,62.0,49,4,87
2010,79.0,76.0,27,2,47
2014,79.0,78.0,10,1,27
2014,79.0,80.0,73,3,2284
2005,79.0,81.0,76,1,123
2022,79.0,80.0,17,3,63
2017,79.0,63.0,8,2,33
2020,79.0,67.0,8,1,12
2010,79.0,79.0,77,1,260
2010,79.0,85.0,43,3,31
2023,79.0,64.0,17,4,106
2025,79.0,79.0,8,2,11
2012,79.0,72.0,45,1,84
2020,79.0,66.0,15,2,25
2015,79.0,80.0,18,3,47
2023,79.0,82.0,28,1,114
2024,79.0,61.0,7,1,7
2011,79.0,83.0,31,2,92
2024,79.0,74.0,7,2,11
2018,79.0,88.0,38,1,273
2019,79.0,76.0,70,3,5857
2009,79.0,82.0,50,1,34
2024,79.0,67.0,7,2,14
2023,79.0,60.0,12,1,10
2002,79.0,83.0,22,1,231
2008,79.0,73.0,47,6,60
2002,79.0,68.0,20,1,6
2010,79.0,66.0,71,1,720
2009,79.0,66.0,20,1,85
2020,79.0,77.0,20,4,95
2012,79.0,82.0,21,1,89
2023,79.0,76.0,16,2,126
2000,79.0,65.0,16,1,22
2004,79.0,79.0,50,1,28
2011,79.0,73.0,26,1,27
2014,79.0,79.0,29,5,228
2024,79.0,74.0,29,3,119
2002,79.0,64.0,28,2,10
2020,79.0,69.0,15,3,94
2019,79.0,77.0,19,4,69
2009,79.0,69.0,15,1,13
2010,79.0,76.0,11,1,89
2025,79.0,0.0,8,1,2
2021,79.0,65.0,8,3,14
2019,79.0,74.0,7,1,25
2009,79.0,89.0,12,1,18
2008,79.0,61.0,71,1,263
2018,79.0,74.0,7,2,16
2022,79.0,59.0,18,2,18
2010,79.0,80.0,63,3,56
2007,79.0,60.0,23,5,4
2008,79.0,84.0,7,1,19
2019,79.0,72.0,24,3,58
2006,79.0,82.0,45,1,253
2007,79.0,77.0,22,1,30
2006,79.0,75.0,49,5,11
2017,79.0,78.0,32,3,141
2023,79.0,73.0,12,3,10
2009,79.0,73.0,72,1,65
2020,79.0,77.0,19,1,111
2017,79.0,70.0,14,2,64
2010,79.0,80.0,26,1,148
2021,79.0,68.0,14,4,71
2022,79.0,80.0,8,2,8
2022,79.0,59.0,7,1,8
2011,79.0,80.0,62,1,144
2007,79.0,68.0,76,3,134
2004,79.0,79.0,43,1,17
2006,79.0,80.0,30,1,34
2015,79.0,77.0,31,1,143
2020,79.0,59.0,7,1,8
2010,79.0,65.0,32,1,12
2023,79.0,72.0,12,2,21
2023,79.0,66.0,45,3,51
2009,79.0,0.0,9,1,3
2023,79.0,75.0,31,3,117
2011,79.0,0.0,23,2,2
2013,79.0,85.0,18,1,2022
2000,79.0,65.0,21,2,26
2018,79.0,67.0,9,1,41
2004,79.0,81.0,19,1,35
2001,79.0,0.0,14,1,1
2007,79.0,80.0,56,2,91
2019,79.0,75.0,27,2,28
2001,79.0,72.0,24,1,6
2001,79.0,81.0,13,1,14
2001,79.0,90.0,10,1,17
2018,79.0,69.0,12,4,163
2007,79.0,76.0,9,1,11
2006,79.0,65.0,43,4,10
2001,79.0,86.0,19,1,75
2020,79.0,66.0,7,3,38
2015,79.0,77.0,39,3,332
2005,79.0,80.0,55,6,71
2021,79.0,73.0,41,4,81
2025,79.0,70.0,9,2,9
2016,79.0,62.0,7,1,13
2021,79.0,80.0,21,4,66
2009,79.0,84.0,45,2,51
2017,79.0,78.0,74,4,875
2017,79.0,71.0,7,3,30
2012,79.0,78.0,59,6,372
2004,79.0,79.0,40,1,88
2023,79.0,70.0,18,4,56
2010,79.0,71.0,28,3,244
2010,79.0,80.0,47,2,70
2019,79.0,78.0,25,2,102
2019,79.0,70.0,46,1,63
2005,79.0,80.0,30,4,20
2017,79.0,82.0,10,1,18
2023,79.0,86.0,112,1,216
2018,79.0,80.0,22,1,338
2007,79.0,39.0,39,1,114
2009,79.0,81.0,48,2,164
2022,79.0,69.0,49,2,115
2011,79.0,83.0,15,2,66
2008,79.0,67.0,29,1,9
2025,79.0,62.0,10,1,154
2023,79.0,69.0,24,1,10
2004,79.0,81.0,47,1,18
2015,79.0,76.0,10,1,16
2012,79.0,75.0,36,1,16
2015,79.0,77.0,15,1,83
2009,79.0,77.0,54,2,47
2020,79.0,86.0,29,1,85
2019,79.0,80.0,93,1,450
2025,79.0,0.0,9,1,1
2018,79.0,63.0,8,1,71
2025,79.0,67.0,56,3,203
2015,79.0,69.0,28,5,144
2012,79.0,85.0,52,3,239
2011,79.0,80.0,13,1,94
2012,79.0,83.0,63,1,219
2024,79.0,71.0,13,3,36
2017,79.0,75.0,62,1,327
2002,79.0,73.0,31,4,125
2011,79.0,82.0,8,1,18
2019,79.0,69.0,14,1,13
2003,79.0,0.0,23,3,2
2003,79.0,80.0,20,1,20
2018,79.0,78.0,22,2,42
2024,79.0,73.0,16,2,4
2000,79.0,82.0,14,1,6
2019,79.0,77.0,9,4,27
2024,79.0,52.0,33,2,1131
2009,79.0,0.0,16,1,3
2009,79.0,68.0,13,2,12
2022,79.0,42.0,9,2,484
2011,79.0,78.0,37,2,85
2025,79.0,81.0,77,3,258
2006,79.0,84.0,47,1,20
2008,79.0,79.0,26,1,55
2020,79.0,63.0,11,4,16
2013,79.0,42.0,51,6,4332
2002,79.0,72.0,29,4,55
2017,79.0,80.0,68,3,1564
2015,79.0,83.0,103,1,4338
2010,79.0,77.0,53,1,90
2003,79.0,84.0,45,1,116
2009,79.0,74.0,63,3,334
2021,79.0,77.0,22,2,9
2022,79.0,82.0,11,1,42
2014,79.0,71.0,78,1,847
2024,79.0,78.0,13,1,55
2010,79.0,76.0,59,3,39
2012,79.0,73.0,75,3,399
2021,79.0,78.0,116,1,664
2005,79.0,0.0,25,2,3
2018,79.0,74.0,14,5,58
2010,79.0,84.0,27,2,90
2007,79.0,81.0,22,5,28
2009,79.0,71.0,61,1,182
2024,79.0,57.0,8,1,13
2018,79.0,64.0,84,1,2080
2011,79.0,77.0,18,1,220
2012,79.0,80.0,66,2,138
2006,79.0,84.0,50,2,147
2007,79.0,0.0,15,1,2
2025,79.0,79.0,15,1,22
2025,79.0,70.0,15,4,22
2013,79.0,76.0,17,7,67
2000,79.0,85.0,14,1,192
2010,79.0,72.0,76,4,344
2003,79.0,72.0,28,1,5
2018,79.0,78.0,10,2,20
2002,79.0,59.0,14,1,13
2025,79.0,84.0,17,3,45
2017,79.0,86.0,39,4,658
2003,79.0,79.0,21,1,69
2025,79.0,80.0,11,2,13
2013,79.0,78.0,13,1,115
2024,79.0,69.0,12,2,26
2021,79.0,62.0,10,2,20
2005,79.0,69.0,11,1,59
2004,79.0,70.0,47,1,32
2021,79.0,76.0,8,3,37
2015,79.0,71.0,10,1,79
2023,79.0,77.0,13,4,75
2015,79.0,82.0,32,1,138
2011,79.0,46.0,34,2,47
2014,79.0,83.0,50,5,1921
2021,79.0,64.0,13,3,262
2022,79.0,75.0,53,4,109
2013,79.0,77.0,31,7,31
2009,79.0,84.0,23,1,71
2014,79.0,83.0,69,1,207
2022,79.0,62.0,17,2,24
2011,79.0,82.0,61,3,587
2006,79.0,74.0,10,1,74
2016,79.0,75.0,22,1,19
2023,79.0,72.0,37,3,57
2025,79.0,82.0,80,3,807
2022,79.0,75.0,63,3,230
2008,79.0,69.0,18,2,10
2020,79.0,82.0,79,3,810
2014,79.0,70.0,51,3,335
2005,79.0,64.0,33,2,7
2022,79.0,42.0,38,3,185
2022,79.0,76.0,46,4,62
2025,79.0,79.0,94,3,257
2009,79.0,0.0,19,2,3
2010,79.0,74.0,58,7,215
2019,79.0,70.0,29,4,312
2010,79.0,82.0,11,1,17
2004,79.0,0.0,28,2,3
2007,79.0,73.0,26,1,16
2006,79.0,78.0,36,1,17
2000,79.0,73.0,13,1,15
2001,79.0,100.0,8,1,4
2011,79.0,79.0,15,1,29
2002,79.0,75.0,18,1,6
2010,79.0,64.0,11,3,11
2000,79.0,0.0,18,1,3
2003,79.0,66.0,22,1,173
2000,79.0,65.0,14,1,4
2003,79.0,77.0,31,3,18
2024,79.0,75.0,16,4,152
2021,79.0,0.0,7,4,3
2002,79.0,77.0,23,1,228
2017,79.0,68.0,8,2,16
2016,79.0,0.0,9,2,3
2022,79.0,52.0,14,1,5
2020,79.0,80.0,8,1,44
2016,79.0,77.0,10,3,27
2016,79.0,83.0,33,3,293
2025,79.0,73.0,15,3,27
2017,79.0,76.0,10,1,89
2016,79.0,65.0,7,1,18
2017,79.0,73.0,8,1,6
2022,79.0,65.0,87,3,846
2008,79.0,72.0,26,1,17
2008,79.0,77.0,82,3,564
2018,79.0,65.0,56,3,385
2003,79.0,74.0,18,1,40
2010,79.0,76.0,51,1,48
2013,79.0,78.0,16,5,39
2016,79.0,80.0,60,2,804
2005,79.0,77.0,51,1,41
2020,79.0,63.0,19,2,32
2018,79.0,75.0,19,1,39
2025,79.0,81.0,15,2,22
2008,79.0,61.0,20,5,14
2020,79.0,42.0,15,3,1196
2012,79.0,70.0,53,3,947
2017,79.0,73.0,14,2,36
2009,79.0,76.0,23,1,88
2021,79.0,78.0,23,3,88
2024,79.0,77.0,13,2,43
2010,79.0,74.0,7,2,11
2016,79.0,74.0,13,1,20
2019,79.0,77.0,13,3,105
2014,79.0,79.0,10,1,69
2014,79.0,79.0,55,4,60
2015,79.0,61.0,39,1,134
2009,79.0,0.0,7,1,2
2022,79.0,69.0,12,3,87
2002,79.0,74.0,23,1,7
2010,79.0,80.0,63,1,129
2018,79.0,66.0,9,1,12
2004,79.0,84.0,51,1,19
2007,79.0,71.0,21,1,40
2025,79.0,52.0,14,1,9
2006,79.0,76.0,80,2,148
2003,79.0,89.0,20,1,1389
2003,79.0,67.0,41,2,18
2001,79.0,76.0,10,4,18
2003,79.0,75.0,16,1,21
2001,79.0,47.0,10,1,9
2002,79.0,0.0,8,1,3
2012,79.0,78.0,18,1,24
2002,79.0,70.0,30,1,31
2011,79.0,54.0,19,1,81
2004,79.0,80.0,32,1,25
2023,79.0,70.0,8,2,4
2017,79.0,73.0,10,1,19
2008,79.0,84.0,26,1,347
2000,79.0,72.0,17,1,17
2023,79.0,56.0,9,2,9
2020,79.0,82.0,9,2,30
2008,79.0,85.0,67,1,275
2017,79.0,70.0,24,2,29
2007,79.0,74.0,64,1,339
2009,79.0,77.0,53,2,97
2003,79.0,70.0,22,1,21
2011,79.0,49.0,75,3,2836
2021,79.0,63.0,8,1,69
2020,79.0,67.0,83,3,4428
2016,79.0,87.0,22,1,151
2023,79.0,79.0,13,4,23
2023,79.0,58.0,7,1,52
2020,79.0,68.0,12,1,25
2007,79.0,82.0,20,1,76
2025,79.0,79.0,32,4,19
2010,79.0,64.0,37,3,8
2006,79.0,83.0,10,1,15
2012,79.0,76.0,22,4,128
2020,79.0,55.0,37,5,235
2019,79.0,68.0,6,3,21
2023,79.0,73.0,6,1,12
2015,79.0,82.0,27,2,134
2015,79.0,75.0,29,1,124
2017,79.0,75.0,9,1,310
2017,79.0,82.0,66,4,1468
2023,79.0,73.0,71,1,222
2007,79.0,76.0,20,1,14
2022,79.0,74.0,29,4,141
2004,79.0,70.0,28,1,56
2003,79.0,60.0,12,1,4
2002,79.0,75.0,20,4,15
2003,79.0,81.0,18,1,44
2002,79.0,77.0,21,1,9
2001,79.0,85.0,10,3,28
2017,79.0,70.0,8,1,47
2019,79.0,69.0,9,5,31
2002,79.0,72.0,21,1,23
2021,79.0,61.0,10,1,74
2025,79.0,88.0,108,1,513
2017,79.0,70.0,8,2,17
2009,79.0,62.0,11,1,5
2016,79.0,80.0,25,2,30
2009,79.0,83.0,58,2,67
2017,79.0,80.0,57,2,601
2011,79.0,63.0,18,1,81
2024,79.0,63.0,43,2,288
2016,79.0,83.0,55,1,306
2020,79.0,57.0,50,3,528
2013,79.0,73.0,16,5,95
2020,79.0,72.0,21,3,25
2024,79.0,82.0,31,4,164
2004,79.0,75.0,39,4,10
2017,79.0,89.0,8,1,12
2006,79.0,64.0,16,1,12
2020,79.0,73.0,7,1,7
2016,79.0,78.0,63,1,243
2018,79.0,77.0,12,2,30
2016,79.0,70.0,19,3,32
2021,79.0,69.0,15,1,22
2001,79.0,78.0,15,1,20
2025,79.0,66.0,8,1,7
2019,79.0,63.0,55,4,106
2018,79.0,69.0,7,1,7
2015,79.0,63.0,11,1,29
2025,79.0,76.0,8,1,10
2024,79.0,0.0,7,4,2
2022,79.0,71.0,16,1,18
2022,79.0,65.0,20,3,92
2025,79.0,74.0,30,3,28
2012,79.0,75.0,12,2,20
2009,79.0,63.0,8,1,6
2021,79.0,77.0,42,4,606
2017,79.0,81.0,47,4,254
2021,79.0,72.0,10,4,25
2016,79.0,80.0,52,1,243
2023,79.0,76.0,10,3,38
2013,79.0,59.0,81,1,1058
2017,79.0,66.0,79,2,662
2025,79.0,0.0,9,1,0
2004,79.0,0.0,12,3,1
2014,79.0,82.0,27,2,93
1999,79.0,84.0,11,1,568
2024,79.0,48.0,41,3,234
2010,79.0,75.0,51,3,11
2024,79.0,74.0,49,2,39
2001,79.0,78.0,11,1,5
2019,79.0,70.0,16,3,81
2020,79.0,80.0,38,1,40
2001,79.0,63.0,20,3,6
2002,79.0,60.0,16,1,6
2005,79.0,75.0,45,1,43
2020,79.0,75.0,29,3,96
2020,79.0,73.0,9,2,12
2025,79.0,86.0,103,1,262
2024,79.0,77.0,26,4,80
2022,79.0,60.0,11,4,6
2004,79.0,78.0,30,1,108
2022,79.0,70.0,34,4,20
2017,79.0,77.0,7,1,34
2021,79.0,73.0,43,4,989
2018,79.0,77.0,13,3,43
2005,79.0,70.0,35,4,6
2017,79.0,74.0,41,3,83
2022,79.0,74.0,8,3,8
2021,79.0,65.0,9,3,8
2019,79.0,15.0,62,4,3885
2012,79.0,77.0,24,3,1005
2019,79.0,75.0,10,1,35
2014,79.0,78.0,25,3,42
2020,79.0,84.0,18,1,72
2009,79.0,79.0,36,1,13
2003,79.0,82.0,16,1,17
2008,79.0,85.0,16,3,15
2003,79.0,85.0,40,1,82
2017,79.0,38.0,8,1,68
1999,79.0,78.0,16,1,218
2001,79.0,72.0,17,1,38
2002,79.0,63.0,20,1,6
2000,79.0,81.0,18,1,7
2007,79.0,0.0,31,5,3
2019,79.0,75.0,9,2,44
2003,79.0,86.0,15,1,5
2009,79.0,75.0,56,3,295
2006,79.0,81.0,27,1,29
2024,79.0,87.0,8,1,13
2010,79.0,61.0,28,1,11
2020,79.0,56.0,11,1,7
2016,79.0,73.0,12,2,22
2023,79.0,67.0,19,3,58
2010,79.0,68.0,43,6,92
2025,79.0,64.0,7,2,17
2025,79.0,76.0,29,2,93
2020,79.0,79.0,18,4,184
2009,79.0,83.0,34,1,39
2010,79.0,60.0,33,1,140
2011,79.0,78.0,30,1,61
2024,79.0,83.0,9,1,11
2005,79.0,56.0,23,1,70
2023,79.0,19.0,53,3,4954
2024,79.0,71.0,36,4,295
2014,79.0,73.0,15,3,163
2023,79.0,66.0,57,3,191
2025,79.0,38.0,101,3,409
2017,79.0,72.0,15,1,12
2013,79.0,81.0,7,1,52
2017,79.0,75.0,18,3,100
2020,79.0,7.0,19,3,1549
2013,79.0,71.0,29,3,55
2025,79.0,61.0,25,3,21
2018,79.0,72.0,23,4,66
2018,79.0,66.0,48,1,164
2007,79.0,78.0,56,1,152
2018,79.0,71.0,12,1,28
2020,79.0,79.0,12,3,95
2019,79.0,67.0,32,1,35
2019,79.0,52.0,9,2,25
2015,79.0,71.0,11,4,15
2017,79.0,84.0,53,1,115
2025,79.0,73.0,13,3,50
2018,79.0,32.0,39,1,1929
2024,79.0,68.0,10,1,13
2022,79.0,66.0,10,4,27
2001,79.0,69.0,10,1,52
2002,79.0,74.0,18,1,8
2009,79.0,72.0,15,1,78
2006,79.0,85.0,34,1,96
2002,79.0,68.0,8,1,4
2002,79.0,82.0,13,1,24
2007,79.0,82.0,47,1,178
2012,79.0,78.0,15,1,75
2012,79.0,50.0,9,3,8
2016,79.0,76.0,7,2,11
2003,79.0,84.0,17,1,48
2007,79.0,74.0,9,1,14
2005,79.0,68.0,11,1,4
2017,79.0,54.0,83,3,2588
2003,79.0,82.0,33,1,77
2001,79.0,70.0,25,3,46
2019,79.0,71.0,9,1,30
2020,78.0,76.0,46,3,3253
2016,78.0,78.0,61,3,660
2019,79.0,59.0,24,4,62
2004,78.0,0.0,16,1,1
2013,78.0,84.0,55,3,616
2014,78.0,73.0,11,3,27
2008,78.0,0.0,24,2,1
2017,78.0,81.0,39,1,367
2015,78.0,77.0,30,2,218
2024,78.0,66.0,22,2,55
2020,78.0,73.0,12,2,11
2025,78.0,79.0,47,3,712
2025,78.0,91.0,59,2,820
2012,78.0,77.0,18,1,41
2016,78.0,75.0,17,1,22
2009,78.0,74.0,17,3,65
2015,78.0,62.0,9,1,5
2003,78.0,77.0,28,1,40
2007,78.0,0.0,13,1,1
2016,78.0,76.0,8,3,11
2018,78.0,70.0,62,1,414
2021,78.0,75.0,31,5,144
2018,78.0,87.0,104,2,8648
2022,78.0,57.0,86,3,431
2020,78.0,69.0,25,3,57
2009,78.0,0.0,9,1,2
2021,78.0,69.0,20,4,104
2024,78.0,72.0,10,3,119
2005,78.0,74.0,46,2,178
2008,78.0,76.0,51,2,78
2012,78.0,68.0,39,2,479
2024,78.0,73.0,27,1,171
2000,78.0,0.0,15,1,3
2011,78.0,82.0,59,1,307
2001,78.0,81.0,18,3,33
2004,78.0,80.0,44,4,76
2004,78.0,78.0,13,1,5
1999,78.0,80.0,7,1,55
2001,78.0,79.0,17,2,67
2002,78.0,0.0,15,1,0
2000,78.0,73.0,18,2,35
2011,78.0,66.0,35,4,122
2011,78.0,81.0,32,1,208
2019,78.0,87.0,21,2,402
2018,78.0,79.0,62,3,1904
2008,78.0,84.0,68,1,379
2011,78.0,62.0,55,3,117
2016,78.0,58.0,26,2,144
2025,78.0,63.0,21,2,14
2016,78.0,59.0,13,1,80
2005,78.0,82.0,20,1,25
2017,78.0,83.0,7,1,1138
2018,78.0,40.0,8,1,16
2020,78.0,75.0,8,1,13
2006,78.0,69.0,15,1,20
2007,78.0,74.0,41,2,18
2017,78.0,50.0,27,1,85
2019,78.0,71.0,10,4,14
2002,78.0,87.0,33,1,27
2021,78.0,63.0,19,2,10
2003,78.0,73.0,28,4,31
2016,78.0,80.0,57,3,1165
